id,name,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,beds,price_clean,estimated_revenue_l365d,est_monthly_revenue,estimated_occupancy_l365d,number_of_reviews,reviews_per_month,review_scores_rating,host_id,host_is_superhost,host_years,amenities_count,neighbourhood_listing_count,competition_level,quality_index
567350456427499210,Sonder at Pierce Boston | Queen Studio Apartment,Fenway,42.34479,-71.10123,Entire rental unit,Entire home/apt,2,1.0,402.0,102510.0,8542.5,255,215,2.34,4.72,224829568,f,6.879452054794521,32,241,Medium,-0.18166850123942616
568692279938660404,"Blueground | Downtown, gym, nr faneuil hall",Downtown,42.35892,-71.05416,Entire rental unit,Entire home/apt,2,1.0,329.0,0.0,0.0,0,0,,,107434423,f,8.775342465753425,32,376,High,
568694788908431933,"Blueground | S. End, gym, w/d & pool, nr sowa",South End,42.33855729999999,-71.06907079999999,Entire rental unit,Entire home/apt,2,1.0,290.0,0.0,0.0,0,0,,,107434423,f,8.778082191780822,31,291,Medium,
569407505309687319,"Blueground | N. Station, roofdeck, nr td garden",Downtown,42.36504,-71.06029,Entire rental unit,Entire home/apt,2,1.0,331.0,0.0,0.0,0,0,,,107434423,f,8.778082191780822,33,376,High,
570980045884661327,Cozy Stay Near Harvard/BU/BC With Parking,Brighton,42.3608,-71.14287,Entire rental unit,Entire home/apt,6,4.0,139.0,35445.0,2953.75,255,373,8.67,4.82,446952127,f,3.5753424657534247,48,303,Medium,1.230608844669322
571845113465671243,Most lovely 3 Bedroom apt in Beacon Hill Boston,Beacon Hill,42.36103090207266,-71.06517672302819,Entire rental unit,Entire home/apt,3,3.0,145.0,25230.0,2102.5,174,8,0.26,4.63,373675137,unknown,4.909589041095891,39,230,Medium,0.10875433437906476
571988432134426101,Beacon Hill studio1queensizeBed downtown boston,Beacon Hill,42.36025332704906,-71.0673913389887,Entire rental unit,Entire home/apt,2,2.0,106.0,24592.0,2049.3333333333335,232,12,0.29,4.67,373675137,unknown,4.909589041095891,27,230,Medium,-0.6689091676139353
573397879029683911,"(T7) Clean, Easy, Prime Location, Walkable to all!",South End,42.34133,-71.0755,Entire rental unit,Entire home/apt,2,1.0,194.0,30264.0,2522.0,156,132,3.06,4.67,563246552,t,1.5917808219178082,37,291,Medium,0.060750854318944586
573888797577982081,Thatch Quarters™ | Pvt. Room in Southie | 101 DOT,South Boston,42.33672,-71.04591,Private room in rental unit,Private room,2,1.0,96.0,2880.0,240.0,30,28,0.66,3.82,814298,f,14.210958904109589,31,194,Low,-2.458026300777967
574763198852585805,Sun-Filled w/ City Views public transportation,Brighton,42.33808,-71.14987,Entire rental unit,Entire home/apt,4,3.0,241.0,0.0,0.0,0,8,0.21,4.63,31340713,f,10.446575342465753,46,303,Medium,0.6195163497320807
575336189867925920,Thatch Quarters™ | Pvt. Room in Southie | #202,South Boston,42.34201,-71.05557,Private room in serviced apartment,Private room,2,1.0,108.0,5832.0,486.0,54,14,0.33,4.64,814298,f,14.208219178082192,28,194,Low,-0.6693895586654895
577093755825945609,Stay Next to Public Garden | Back Bay |MGH,Beacon Hill,42.35664,-71.07152,Private room in condo,Private room,1,1.0,83.0,9628.0,802.3333333333334,116,6,0.14,4.5,232009663,f,6.761643835616439,23,230,Medium,-1.3769694047745236
577554955799148411,"Classic JP Triple Decker Condo, Walkers' Paradise",Jamaica Plain,42.31667,-71.10807,Private room in condo,Private room,1,1.0,75.0,0.0,0.0,0,0,,,20493238,f,11.09041095890411,60,240,Medium,
577559184783487910,Thatch Quarters | Pvt. Room in Southie | 203,South Boston,42.34181,-71.05633,Private room in rental unit,Private room,2,1.0,112.0,2688.0,224.0,24,16,0.39,4.31,814298,f,14.208219178082192,26,194,Low,-1.623231888745325
577611339928669096,Thatch Quarters™ | Pvt. Room in Southie | 204,South Boston Waterfront,42.34343,-71.05575,Private room in rental unit,Private room,2,1.0,111.0,3996.0,333.0,36,21,0.5,4.0,814298,f,14.208219178082192,23,80,Low,-2.6010759588552195
578114881460921853,"Blueground | Back Bay,  a+ shopping & dining",Back Bay,42.3496611,-71.0814631,Entire rental unit,Entire home/apt,2,1.0,275.0,0.0,0.0,0,0,,,107434423,f,8.778082191780822,26,340,High,
578392527449087828,Thatch Quarters™ | Pvt. Room in Southie | 302,South Boston,42.34241,-71.05772,Private room in rental unit,Private room,2,1.0,114.0,8208.0,684.0,72,37,0.92,4.65,814298,f,14.210958904109589,38,194,Low,0.08475259434900576
578829581723459472,"Blueground | Back Bay,  a+ shopping & dining",Back Bay,42.3496453,-71.0813703,Entire rental unit,Entire home/apt,2,1.0,318.0,0.0,0.0,0,0,,,107434423,f,8.778082191780822,26,340,High,
578946346482183711,(37-2) Stylish Monthly Gray Street Apartment,South End,42.3452,-71.0728,Entire rental unit,Entire home/apt,2,1.0,139.0,35445.0,2953.75,255,62,1.48,4.85,563246552,t,1.5917808219178082,39,291,Medium,0.6473612181745704
578958378658642185,One Bedroom Minutes from Train & Downtown Boston,Mattapan,42.2683523887178,-71.09562906010238,Entire home,Entire home/apt,2,1.0,285.0,0.0,0.0,0,8,0.28,4.88,56112371,f,9.67123287671233,52,69,Low,1.6693656399321566
578997260391302435,WB Quarters by Thatch | Room 304 | Shared BA,South Boston,42.3430459867776,-71.05572826729508,Entire rental unit,Entire home/apt,2,1.0,108.0,3240.0,270.0,30,29,0.69,4.0,814298,f,14.208219178082192,24,194,Low,-2.5281099566619316
579003720446743556,Thatch Quarters™ | Pvt. Room in Southie | 305,South Boston,42.34316,-71.0557,Private room in rental unit,Private room,2,1.0,107.0,11556.0,963.0,108,58,1.43,4.52,814298,f,14.208219178082192,13,194,Low,-2.0576651645441766
579012272657499009,Thatch Quarters™ | Pvt. Room in Southie | 306,South Boston,42.34151,-71.05573,Private room in rental unit,Private room,2,1.0,107.0,8346.0,695.5,78,29,0.71,4.45,814298,f,14.208219178082192,14,194,Low,-2.1560740799221847
579027527508830274,Thatch Quarters™ | Pvt. Room in Southie | 402,South Boston,42.34348,-71.05727,Private room in rental unit,Private room,2,1.0,110.0,4620.0,385.0,42,39,0.91,4.41,814298,f,14.210958904109589,14,194,Low,-2.2540026042486403
579138346910121164,Thatch Quarters™ | Pvt. Room in Southie | 403,South Boston,42.3431,-71.05742,Private room in rental unit,Private room,2,1.0,109.0,4578.0,381.5,42,19,0.45,4.26,814298,f,14.210958904109589,13,194,Low,-2.694200572666138
579155637396199837,Thatch Quarters™ | Pvt. Room in Southie | 404,South Boston,42.34177,-71.05555,Private room in rental unit,Private room,2,1.0,104.0,3120.0,260.0,30,23,0.56,4.17,814298,f,14.210958904109589,13,194,Low,-2.914539752400663
579173215696247499,Thatch Quarters™ | Pvt. Room in Southie | 405,South Boston,42.34311,-71.05769,Private room in rental unit,Private room,2,1.0,118.0,3540.0,295.0,30,20,0.48,4.2,814298,f,14.210958904109589,12,194,Low,-2.914059361349109
580336513335041407,"Blueground | Downtown, gym & w/d, nr sth station",Chinatown,42.35229,-71.05911,Entire rental unit,Entire home/apt,2,1.0,300.0,0.0,0.0,0,0,,,107434423,f,8.778082191780822,31,63,Low,
580339548657084895,"Blueground | Downtown, gym & w/d, nr sth station",Chinatown,42.35229,-71.05911,Entire rental unit,Entire home/apt,2,1.0,339.0,0.0,0.0,0,0,,,107434423,f,8.778082191780822,30,63,Low,
580339876979371264,"Blueground | Downtown, gym & w/d, nr sth station",Chinatown,42.35229,-71.05911,Entire rental unit,Entire home/apt,2,1.0,329.0,0.0,0.0,0,0,,,107434423,f,8.778082191780822,31,63,Low,
580340188480812217,"Blueground | Downtown, gym & w/d, nr sth station",Chinatown,42.35229,-71.05911,Entire rental unit,Entire home/apt,2,1.0,372.0,0.0,0.0,0,0,,,107434423,f,8.778082191780822,31,63,Low,
580342069798808551,"Blueground | Downtown, gym & w/d, nr sth station",Chinatown,42.35229,-71.05911,Entire rental unit,Entire home/apt,2,1.0,360.0,0.0,0.0,0,0,,,107434423,f,8.778082191780822,31,63,Low,
581151517001058166,Lovely 2BR with private parking 15-20m to Downtown,Dorchester,42.30843,-71.06155,Entire rental unit,Entire home/apt,5,4.0,197.0,18912.0,1576.0,96,102,2.49,4.69,116464490,f,8.608219178082193,39,572,High,0.2556471208687495
583390764682581251,Thatch Quarters™ | Pvt. Room in Southie | 103 DOT,South Boston,42.33654,-71.04408,Private room in serviced apartment,Private room,2,1.0,97.0,11640.0,970.0,120,66,1.54,4.35,814298,f,14.208219178082192,30,194,Low,-1.2334393556457175
583490014198341479,Thatch Quarters™ | Pvt. Room in Southie | 104 DOT,South Boston,42.33683,-71.04604,Private room in serviced apartment,Private room,2,1.0,96.0,4608.0,384.0,48,28,0.66,3.5,814298,f,14.210958904109589,29,194,Low,-3.3873864997761873
584121613432884934,Thatch Quarters™ | Pvt. Room in Southie | 202 DOT,South Boston,42.33668,-71.04592,Private room in serviced apartment,Private room,2,1.0,96.0,8064.0,672.0,84,35,0.82,3.94,814298,f,14.210958904109589,27,194,Low,-2.4561047365717514
584134090423125812,Thatch Quarters™ | Pvt. Room in Southie | 201 DOT,South Boston,42.33465,-71.04447,Private room in serviced apartment,Private room,2,1.0,96.0,1728.0,144.0,18,29,0.69,3.79,814298,f,14.210958904109589,29,194,Low,-2.6774046984093838
584157763155247644,Thatch Quarters™ | Pvt. Room in Southie | 203 DOT,South Boston,42.33476,-71.04544,Private room in rental unit,Private room,2,1.0,117.0,3510.0,292.5,30,22,0.54,3.91,814298,f,14.210958904109589,28,194,Low,-2.456585127623305
584760167879327211,Fenway Park Vintage Brownstone (2C),Fenway,42.34945,-71.09717,Private room in townhouse,Private room,2,1.0,225.0,57375.0,4781.25,255,291,6.83,4.97,411294872,t,4.221917808219178,21,241,Medium,-0.37224124832524585
584814729815184984,Thatch Quarters™ | Pvt. Room in Southie | 302 DOT,South Boston,42.33462,-71.04459,Private room in serviced apartment,Private room,2,1.0,117.0,4914.0,409.5,42,40,0.94,4.03,814298,f,14.210958904109589,28,194,Low,-2.162799554643937
584823910467802819,Central 2 Bed in North End; Near Waterfront &Shops,North End,42.36516,-71.05531,Entire rental unit,Entire home/apt,4,2.0,273.0,4914.0,409.5,18,14,0.36,4.64,130680380,f,8.35890410958904,38,112,Low,0.06027046326739019
584864243418353113,Thatch Quarters™ | Pvt. Room in Southie | 303 DOT,South Boston,42.33512,-71.04409,Private room in serviced apartment,Private room,2,1.0,96.0,7488.0,624.0,78,33,0.79,4.27,814298,f,14.210958904109589,27,194,Low,-1.648194410878493
585228758807996843,"Blueground | N. End, w/d on salem st, nr dining",North End,42.365719,-71.0553517,Entire rental unit,Entire home/apt,4,2.0,312.0,0.0,0.0,0,1,0.06,1.0,107434423,f,8.775342465753425,29,112,Low,-9.507919270179668
585231785977398127,"Blueground | N Station, gym & w/d, nr td garden",Downtown,42.365947,-71.063473,Entire rental unit,Entire home/apt,2,1.0,343.0,0.0,0.0,0,1,0.03,5.0,107434423,f,8.778082191780822,33,376,High,0.5767971712390523
585232346497472151,"Blueground | N Station, gym & w/d, nr td garden",Downtown,42.365947,-71.063473,Entire rental unit,Entire home/apt,2,1.0,400.0,0.0,0.0,0,1,0.03,4.0,107434423,f,8.778082191780822,33,376,High,-1.8714159369223398
586392192229220498,Boston’s Historic South End!,South End,42.34009427549511,-71.07131623063711,Entire rental unit,Entire home/apt,3,1.0,171.0,10260.0,855.0,60,10,2.14,4.5,34584706,f,10.32876712328767,8,291,Medium,-2.4714594376738432
587069521753451150,Thatch Quarters| Pvt. Bunk Room in Southie | 304,South Boston,42.33528074215172,-71.04608726246296,Entire rental unit,Entire home/apt,2,1.0,117.0,6318.0,526.5,54,30,0.71,3.97,814298,f,14.210958904109589,21,194,Low,-2.820454356486637
587083293351063385,Thatch Quarters™ | Pvt. Bunk Room in Southie | 305,South Boston,42.3348,-71.04473,Private room in serviced apartment,Private room,2,2.0,96.0,8640.0,720.0,90,39,0.94,4.38,814298,f,14.210958904109589,28,194,Low,-1.305924966787451
589755108125958939,I_Cozy room easy commute to Boston Downtown.,Dorchester,42.32062,-71.0568,Private room in rental unit,Private room,1,1.0,52.0,13260.0,1105.0,255,106,2.52,4.76,89328922,f,9.123287671232877,41,572,High,0.5729540428266214
592635565577244428,"Blueground | Theatre District, gym, nr boylston t",Downtown,42.3511858,-71.06401699999999,Entire rental unit,Entire home/apt,2,1.0,334.0,0.0,0.0,0,1,0.04,4.0,107434423,f,8.778082191780822,32,376,High,-1.9443819391156276
592638086409776058,"Blueground | N Station, gym & w/d, nr td garden",Downtown,42.365947,-71.063473,Entire rental unit,Entire home/apt,2,1.0,324.0,0.0,0.0,0,0,,,107434423,f,8.775342465753425,33,376,High,
593275481351424048,Eagle's Landing - Logan Airport,East Boston,42.38032,-71.02937,Entire guest suite,Entire home/apt,2,1.0,111.0,28305.0,2358.75,255,238,8.8,4.75,65906832,f,9.476712328767123,39,229,Low,0.4025399073584321
594797282646385297,"Blueground | Symphony, doorman & biz center",Fenway,42.34449130000001,-71.086708,Entire rental unit,Entire home/apt,2,1.0,305.0,0.0,0.0,0,0,,,107434423,f,8.778082191780822,33,241,Medium,
594799813398624561,"Blueground | Symphony, doorman & biz center",Fenway,42.34518,-71.08706,Entire rental unit,Entire home/apt,2,1.0,303.0,0.0,0.0,0,1,0.03,5.0,107434423,f,8.778082191780822,33,241,Medium,0.5767971712390523
595621385126373803,Lovely two bedroom apartment on a 2 floor unit.,Roxbury,42.32745,-71.0943,Entire rental unit,Entire home/apt,4,2.0,115.0,20930.0,1744.1666666666667,182,5,0.12,5.0,8898973,f,12.024657534246575,51,295,Medium,1.890185210718236
597199337806607917,Private 1 Queen Bed S.End Sunroom (no smoke/pet),South End,42.343246607901605,-71.076681302475,Entire condo,Entire home/apt,2,1.0,238.0,60690.0,5057.5,255,40,1.05,4.98,37226557,f,10.241095890410959,54,291,Medium,2.060118955134873
597524520496132156,The Boston Chateau,Dorchester,42.29725,-71.06725,Entire home,Entire home/apt,12,6.0,498.0,28884.0,2407.0,58,1,0.12,5.0,9681121,t,11.915068493150685,49,572,High,1.7442532063316598
598404279154016952,"Blueground | Symphony, doorman & biz center",Fenway,42.34449,-71.08671,Entire rental unit,Entire home/apt,2,1.0,310.0,0.0,0.0,0,0,,,107434423,f,8.778082191780822,33,241,Medium,
598426987260237935,Recently Renovated Allston 2 Bdr Apt Near Harvard,Allston,42.36079,-71.12893,Entire rental unit,Entire home/apt,4,3.0,303.0,38178.0,3181.5,126,49,1.38,4.94,36235833,t,10.271232876712329,41,178,Low,1.0136324022956735
602328498990797248,Affordable Cozy 2 bed room apt Beacon Hill Boston,Beacon Hill,42.36038,-71.06589,Entire rental unit,Entire home/apt,3,2.0,120.0,27840.0,2320.0,232,11,0.28,4.82,373675137,unknown,4.909589041095891,27,230,Medium,-0.30167720138972554
604155121530765682,"Charming Urban Oasis- 3-BR Apt, Centrally Located",Dorchester,42.30805,-71.07671,Entire rental unit,Entire home/apt,4,3.0,258.0,23220.0,1935.0,90,41,1.6,5.0,60959451,f,9.572602739726028,50,572,High,1.8172192085249477
604223920210757772,"Blueground | S. End, w/d & Gym, nr sowa district",South End,42.33856,-71.06907,Entire rental unit,Entire home/apt,2,1.0,256.0,0.0,0.0,0,0,,,107434423,f,8.778082191780822,31,291,Medium,
604234472085817955,"Blueground | Allston, gym, nr green line",Allston,42.34767,-71.13383,Entire rental unit,Entire home/apt,2,1.0,209.0,0.0,0.0,0,0,,,107434423,f,8.775342465753425,32,178,Low,
604951714437257587,"Blueground | Back Bay, gym, nr newbury st",Back Bay,42.348633,-71.074088,Entire rental unit,Entire home/apt,2,1.0,338.0,0.0,0.0,0,1,0.05,5.0,107434423,f,8.778082191780822,32,340,High,0.5038311690457642
608359192793639653,"Blueground | Back Bay, w/d & gym, walk to t",Bay Village,42.34992,-71.06943,Entire rental unit,Entire home/apt,2,1.0,339.0,0.0,0.0,0,0,,,107434423,f,8.778082191780822,32,110,Low,
608359496810075683,"Blueground | Downtown/Financial Dist, w/d & gym",Downtown,42.35892,-71.05416,Entire rental unit,Entire home/apt,2,1.0,297.0,0.0,0.0,0,0,,,107434423,f,8.775342465753425,32,376,High,
608658771570500261,"(DR79) Spacious Home, Near City, w/d Roof Deck!",Dorchester,42.2865,-71.03959,Entire rental unit,Entire home/apt,6,5.0,596.0,35760.0,2980.0,60,80,1.96,4.85,261436898,t,6.375342465753425,47,572,High,1.2310892357208743
609993404493501490,Prime Central 1brm in North End Boston,North End,42.36495,-71.05249,Entire rental unit,Entire home/apt,3,2.0,279.0,71145.0,5928.75,255,165,4.36,4.92,2006852,t,13.506849315068493,36,112,Low,0.5998381291660047
610021158527991851,Central 4 Bed 2 Bath near MGH and Waterfront,Downtown,42.36611,-71.05918,Entire rental unit,Entire home/apt,8,4.0,622.0,0.0,0.0,0,0,,,130680380,f,8.35890410958904,9,376,High,
611575490785459373,Welcoming large bedroom,Roslindale,42.28263473510742,-71.12765502929688,Private room in home,Private room,2,1.0,63.0,2520.0,210.0,40,17,0.43,4.88,34275177,f,10.33972602739726,53,100,Low,1.7423316421254444
611624616309990699,Lovely 1 bedroom apartment in downtown Boston,Beacon Hill,42.35805,-71.06792,Entire rental unit,Entire home/apt,3,1.0,120.0,0.0,0.0,0,9,0.23,4.22,380623623,t,4.772602739726027,29,230,Medium,-1.624673061899986
611786397725012132,Family-friendly House at Prime Location,Jamaica Plain,42.32543,-71.10734,Entire home,Entire home/apt,7,3.0,334.0,26052.0,2171.0,78,24,0.62,4.96,27836425,t,10.610958904109589,76,240,Medium,3.6164067412239795
611835367254543088,Comfortable 2-bedroom apartment in downtown Boston,Beacon Hill,42.35823565460668,-71.06924159274057,Entire rental unit,Entire home/apt,2,2.0,130.0,7540.0,628.3333333333334,58,5,0.15,4.8,380623623,t,4.772602739726027,19,230,Medium,-0.9343694810992583
611884310638250746,Studio in the Heart of Boston!,Downtown,42.35504531860352,-71.06221008300781,Entire rental unit,Entire home/apt,2,2.0,216.0,55080.0,4590.0,255,128,3.22,4.32,205269848,f,7.16986301369863,24,376,High,-1.7446817620502855
613037426702888009,"South End,2 bed, in unit lau,cen air, Northeastern",Roxbury,42.33626,-71.08569,Entire rental unit,Entire home/apt,4,2.0,288.0,0.0,0.0,0,6,0.23,4.67,31340713,f,10.446575342465753,51,295,Medium,1.0822748850249764
614069307180662598,Modern & Spacious 4-Bedroom Apartment in Roxbury,Roxbury,42.32789,-71.08992,Entire rental unit,Entire home/apt,8,4.0,189.0,9072.0,756.0,48,20,0.6,4.3,2356643,f,13.378082191780821,38,295,Medium,-0.7721219935074828
614662890482582714,(T5) Prime Location! Great Restaurants! SE Studio!,South End,42.34074,-71.07696,Entire rental unit,Entire home/apt,2,1.0,218.0,31392.0,2616.0,144,127,3.13,4.81,563246552,t,1.5917808219178082,37,291,Medium,0.4035006894615387
615388600646163891,"2Bedroom - WALK to subway, hospitals, food, & more",Mission Hill,42.330807,-71.112587,Entire condo,Entire home/apt,4,3.0,194.0,36084.0,3007.0,186,112,2.73,4.91,15782998,t,11.353424657534246,49,78,Low,1.523914026597135
615627054340788049,"Blueground | Theatre District, gym, nr boylston t",Downtown,42.3511858,-71.06401699999999,Entire rental unit,Entire home/apt,2,1.0,314.0,0.0,0.0,0,0,,,107434423,f,8.778082191780822,31,376,High,
616252860883053851,"Boston Studio, Ready For Long & Short Stays",Downtown,42.35504531860352,-71.06221008300781,Private room in rental unit,Private room,2,1.0,155.0,10230.0,852.5,66,86,2.17,4.27,205269848,f,7.16986301369863,24,376,High,-1.8670924174583567
616616290168209593,City Oasis | Step into Public Garden & Back Bay,Beacon Hill,42.35624,-71.07335,Entire condo,Entire home/apt,1,1.0,162.0,29160.0,2430.0,180,11,0.27,4.36,232009663,f,6.761643835616439,35,230,Medium,-0.844127213597662
618421869519191726,"Modern Private Room, Minutes from Downtown Boston",Roxbury,42.32633,-71.09019,Private room in rental unit,Private room,2,1.0,60.0,6960.0,580.0,116,13,0.33,4.23,2356643,f,13.378082191780821,39,295,Medium,-0.8705309088854908
619253446291935967,"Blueground | Theatre District, gym, nr boylston t",Downtown,42.3511858,-71.06401699999999,Entire rental unit,Entire home/apt,2,1.0,320.0,0.0,0.0,0,0,,,107434423,f,8.778082191780822,31,376,High,
619452432107274976,Paris style bedroom in a quiet Boston area,Brighton,42.34344,-71.15595,Private room in home,Private room,2,1.0,96.0,24480.0,2040.0,255,67,1.69,4.9,357698265,t,5.178082191780822,32,303,Medium,0.2590098582296259
620531678272781158,Cozy 2-bedroom apartment in downtown Boston,West End,42.3613,-71.06494,Entire rental unit,Entire home/apt,2,2.0,145.0,0.0,0.0,0,5,0.14,4.6,380623623,t,4.772602739726027,35,44,Low,-0.25655606763892946
620556935741785812,Lovely studio in downtown boston,West End,42.36153,-71.06487,Entire rental unit,Entire home/apt,1,1.0,104.0,26520.0,2210.0,255,12,0.32,4.92,373675137,unknown,4.909589041095891,26,44,Low,-0.12982189276687522
620559519758727382,Lovely 2 bed 2 bath beacon hill downtown boston,West End,42.36182,-71.0654,Entire rental unit,Entire home/apt,4,2.0,140.0,16240.0,1353.3333333333333,116,4,0.13,5.0,373675137,unknown,4.906849315068493,27,44,Low,0.13900115807932434
620904371533127502,"Full 1 BDR Apt W/ Harbor Front, Skyline Views",East Boston,42.37155,-71.04287,Private room in bed and breakfast,Private room,2,1.0,257.0,0.0,0.0,0,25,0.61,4.52,395014290,f,4.484931506849315,26,229,Low,-1.1091071360314328
622413306658128240,"1 Bdrm Condo w Parking, near BU BC, St Elizabeth",Allston,42.34868,-71.13847,Entire condo,Entire home/apt,2,1.0,196.0,34104.0,2842.0,174,6,0.23,4.83,7848820,t,12.156164383561643,35,178,Low,0.30653294723819174
623619726219332946,"Blueground | S. End, w/d & gym",South End,42.33856,-71.06907,Entire rental unit,Entire home/apt,2,1.0,297.0,0.0,0.0,0,0,,,107434423,f,8.778082191780822,31,291,Medium,
623688785554973621,"Nice, private bedroom in Boston, close to T.",Dorchester,42.29677,-71.08227,Private room in rental unit,Private room,1,1.0,76.0,19380.0,1615.0,255,2,0.17,5.0,437204027,f,3.7534246575342465,28,572,High,0.21196716027261236
625296513133173647,Lovely Studio | Walk to Prudential & Newbury St,Back Bay,42.35085,-71.08205,Entire condo,Entire home/apt,1,1.0,274.0,0.0,0.0,0,2,0.05,4.5,232009663,f,6.761643835616439,17,340,High,-1.8147654179342514
625824021434996394,"Blueground | Back Bay, laundry & gym",Bay Village,42.34992,-71.06943,Entire rental unit,Entire home/apt,2,1.0,438.0,0.0,0.0,0,0,,,107434423,f,8.778082191780822,32,110,Low,
626281326137052031,Stylish 1BR apartment near Arboretum + Peloton Row,Jamaica Plain,42.29756,-71.11414,Entire condo,Entire home/apt,2,1.0,165.0,22770.0,1897.5,138,23,3.14,5.0,76096792,t,9.304109589041095,37,240,Medium,0.8686611800122042
627992010565840410,Lovely Two Bedroom Condo in South Boston,South Boston,42.33391,-71.05338,Entire condo,Entire home/apt,6,2.0,345.0,12420.0,1035.0,36,36,0.89,4.81,257439917,t,6.427397260273972,51,194,Low,1.4250247201675703
627996566570185451,"Blueground | Somerville, gym & w/d, nr green line",Downtown,42.36595,-71.06347,Entire rental unit,Entire home/apt,2,1.0,365.0,0.0,0.0,0,1,0.03,4.0,107434423,f,8.778082191780822,33,376,High,-1.8714159369223398
628133487809262501,Sunlit Corner Room in Shared Apt Near Everything,Brighton,42.36149,-71.14515,Private room in rental unit,Private room,2,1.0,46.0,2668.0,222.33333333333334,58,18,0.45,4.28,2356643,f,13.378082191780821,39,303,Medium,-0.7481202534774215
628297796477850443,Brookline Brighton Allston private studio  Parking,Brighton,42.346661,-71.139252,Entire guest suite,Entire home/apt,2,1.0,139.0,11676.0,973.0,84,95,2.33,4.95,460934419,f,3.334246575342466,32,303,Medium,0.3814205136376951
629578258027487108,1 bedroom in owner-occupied condo.,Hyde Park,42.27189,-71.11775,Private room in condo,Private room,1,1.0,58.0,0.0,0.0,0,1,0.03,5.0,257628897,f,6.424657534246576,38,73,Low,0.9416271822054921
630246537702714331,Boston studio close to JFK Station,Dorchester,42.32107,-71.05923,Entire rental unit,Entire home/apt,2,1.0,117.0,7254.0,604.5,62,4,0.11,5.0,40995423,f,10.134246575342466,16,572,High,-0.6636248660468435
630270496932782519,Boston New One bedroom close to JFK station,Dorchester,42.31967,-71.05772,Entire rental unit,Entire home/apt,2,1.0,119.0,0.0,0.0,0,1,0.04,5.0,40995423,f,10.131506849315068,18,572,High,-0.5176928616602675
630286293872807079,Studio in Boston close to T and shopping,Dorchester,42.32087,-71.05931,Entire rental unit,Entire home/apt,2,1.0,89.0,0.0,0.0,0,3,0.08,4.67,151248865,t,8.016438356164384,27,572,High,-0.6689091676139353
630974431440794329,"Boston new one bedroom, close to T and beach",Dorchester,42.31968,-71.0574,Entire rental unit,Entire home/apt,2,1.0,125.0,0.0,0.0,0,1,0.03,5.0,151248865,t,8.016438356164384,29,572,High,0.28493316246590034
631118154967104383,Large Sunny room free parking,Brighton,42.35587,-71.15837,Private room in home,Private room,1,1.0,59.0,14160.0,1180.0,240,95,2.34,4.96,108560094,unknown,8.747945205479452,23,303,Medium,-0.25079137502028337
633058908634454665,"Blueground | Downtown, gym & concierge, nr t",Downtown,42.35376,-71.05305,Entire rental unit,Entire home/apt,2,1.0,295.0,0.0,0.0,0,0,,,107434423,f,8.775342465753425,31,376,High,
633240905689427322,"Gorgeous 3-story, 3-bedroom home",Roslindale,42.28162,-71.12219,Entire home,Entire home/apt,8,3.0,494.0,14820.0,1235.0,30,33,0.82,4.91,5681297,t,12.498630136986302,57,100,Low,2.107642044143439
633889528816089164,Stylish living in the heart of Backbay new in Abnb,Back Bay,42.35063934326172,-71.08123779296875,Entire rental unit,Entire home/apt,3,1.0,250.0,40000.0,3333.3333333333335,160,6,0.16,5.0,35974790,f,10.282191780821918,55,340,High,2.182049219491388
633934314855392761,Cozy studio with kitchenette and private bathroom,Mattapan,42.274357,-71.088326,Entire rental unit,Entire home/apt,2,1.0,191.0,14898.0,1241.5,78,39,1.54,4.92,106914997,f,8.791780821917808,33,69,Low,0.38094012258614063
634543701606720546,"Blueground | Longwood, nr green & orange lines",Mission Hill,42.32992410000001,-71.1043268,Entire rental unit,Entire home/apt,4,2.0,283.0,0.0,0.0,0,1,0.03,4.0,107434423,f,8.775342465753425,30,78,Low,-2.0903139435022036
634844184454556559,Charming Getaway with Smart TV and Full Kitchen,Brighton,42.3525,-71.16243,Private room in rental unit,Private room,2,1.0,43.0,3354.0,279.5,78,29,0.73,4.24,2356643,f,13.378082191780821,41,303,Medium,-0.7001167734173013
634865431273183644,"Cozy, adorable 1 bedroom private apartment M365-2",South End,42.344532,-71.079376,Entire rental unit,Entire home/apt,4,2.0,325.0,19500.0,1625.0,60,39,0.98,4.97,32532791,t,10.402739726027397,41,291,Medium,1.0870787955405137
634887497676129670,"(W5) Spacious Studio, Location! Dining & Shopping+",South End,42.33849,-71.07591,Entire rental unit,Entire home/apt,4,2.0,277.0,43212.0,3601.0,156,77,1.94,4.77,371640674,unknown,4.953424657534247,40,291,Medium,0.5244701717149468
635673101620253450,"South End,2 bed, in unit lau,cen air, Northeastern",Roxbury,42.33729,-71.08545,Entire rental unit,Entire home/apt,4,2.0,288.0,0.0,0.0,0,4,0.17,5.0,266312920,f,6.3123287671232875,53,295,Medium,2.0361172151048117
636288932942854774,"New renovation ,elevator, in unit laun, South End",Roxbury,42.33559,-71.0837,Entire rental unit,Entire home/apt,4,2.0,325.0,0.0,0.0,0,5,0.17,4.6,31340713,f,10.449315068493151,50,295,Medium,0.8379339652603901
638235027182813304,Cute and Cozy Studio!,South End,42.34132,-71.07847,Entire rental unit,Entire home/apt,2,1.0,467.0,0.0,0.0,0,0,,,409684302,f,4.243835616438356,25,291,Medium,
