id,name,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,beds,price_clean,estimated_revenue_l365d,est_monthly_revenue,estimated_occupancy_l365d,number_of_reviews,reviews_per_month,review_scores_rating,host_id,host_is_superhost,host_years,amenities_count,neighbourhood_listing_count,competition_level,quality_index
3781,HARBORSIDE-Walk to subway,East Boston,42.36413,-71.02991,Entire rental unit,Entire home/apt,2,1.0,125.0,0.0,0.0,0,26,0.21,4.96,4804,t,16.816438356164383,28,229,Low,0.11403863594615654
5506,** Fort Hill Inn Private! Minutes to center!**,Roxbury,42.32844,-71.09581,Entire guest suite,Entire home/apt,2,1.0,129.0,6966.0,580.5,54,138,0.69,4.82,8229,t,16.605479452054794,29,295,Medium,-0.15574519700314957
6695,"Fort Hill Inn *Sunny* 1 bedroom, condo duplex",Roxbury,42.32802,-71.09387,Entire condo,Entire home/apt,4,2.0,168.0,8064.0,672.0,48,141,0.72,4.81,8229,t,16.605479452054794,29,295,Medium,-0.18022732808476513
8789,Curved Glass Studio/1bd facing Park,Beacon Hill,42.35867,-71.06307,Entire rental unit,Entire home/apt,2,2.0,140.0,0.0,0.0,0,29,0.21,4.69,26988,t,16.186301369863013,33,230,Medium,-0.18214889229097836
10811,Bostons Best Rentals -Studio Prestigious Back Bay,Back Bay,42.35173,-71.08685,Entire rental unit,Entire home/apt,3,1.0,166.0,0.0,0.0,0,9,0.08,4.33,38997,f,16.03287671232877,22,340,High,-1.8661316353552482
10813,The Back Bay Nook  -Brownstone in Prestigious Area,Back Bay,42.35061,-71.08787,Entire rental unit,Entire home/apt,2,1.0,202.0,12928.0,1077.3333333333333,64,6,0.08,5.0,38997,f,16.03287671232877,33,340,High,0.5767971712390523
10986,The Olive & Vine in The North End-Walk to MGH Tuft,North End,42.36377,-71.05206,Entire condo,Entire home/apt,2,1.0,202.0,24240.0,2020.0,120,2,0.1,4.5,38997,f,16.03013698630137,34,112,Low,-0.5743433806483558
18711,230B1 | The Dorset Redline | 3BR 1BA w/AC | Pvt,Dorchester,42.32212,-71.06096,Entire rental unit,Entire home/apt,6,3.0,162.0,0.0,0.0,0,51,0.27,4.3,71783,f,15.687671232876712,54,572,High,0.395334041585125
29765,Moroccan Decor Suite,Charlestown,42.37754,-71.06642,Entire rental unit,Entire home/apt,2,1.0,323.0,3876.0,323.0,12,103,0.55,4.97,128280,f,15.35890410958904,33,83,Low,0.5033507779942099
40601,Private room & bath - Jamaica Plain,Jamaica Plain,42.31347,-71.11082,Private room in home,Private room,2,1.0,91.0,7644.0,637.0,84,103,0.56,4.98,174986,t,15.189041095890412,59,240,Medium,2.424948966101313
45987,Garden Studio,Charlestown,42.37424,-71.06081,Entire rental unit,Entire home/apt,3,1.0,176.0,30624.0,2552.0,174,143,0.78,4.67,205107,t,15.10958904109589,62,83,Low,1.884900909151144
47521,Bright Furnished Room with Separate Entrance,Dorchester,42.29871,-71.05954,Entire home,Entire home/apt,2,1.0,59.0,0.0,0.0,0,334,1.82,4.45,119019,f,15.4,15,572,High,-2.0831080777288964
60029,Room in geographical heart of Hub,Roxbury,42.32546,-71.08894,Private room in rental unit,Private room,1,1.0,72.0,0.0,0.0,0,145,0.81,4.73,255183,t,14.975342465753425,26,295,Medium,-0.5949823833175385
60356,Bookcase 1bd facing Boston Common,Beacon Hill,42.35894,-71.0631,Entire rental unit,Entire home/apt,2,1.0,106.0,0.0,0.0,0,19,0.13,4.84,26988,t,16.186301369863013,25,230,Medium,-0.3986449436130747
77681,Waterfall Room: Bunker Hill B&B,Charlestown,42.37865,-71.06373,Private room in rental unit,Private room,2,1.0,140.0,0.0,0.0,0,71,0.42,4.36,416912,f,14.578082191780823,35,83,Low,-0.844127213597662
163941,Fort Hill Inn  2 bed Duplex ApT!  Location!,Roxbury,42.32806,-71.09423,Entire condo,Entire home/apt,6,3.0,225.0,45900.0,3825.0,204,317,1.85,4.71,8229,t,16.602739726027398,34,295,Medium,-0.06021862793446358
197727,"Great Boston neighborhood , Jamaica Plain",Jamaica Plain,42.31331,-71.12061,Private room in condo,Private room,1,1.0,62.0,15810.0,1317.5,255,66,0.39,4.97,964356,t,14.123287671232877,55,240,Medium,2.1086028262465453
197972,Serene Studio in a Perfect Location,Jamaica Plain,42.31533,-71.11025,Entire rental unit,Entire home/apt,2,1.0,174.0,44370.0,3697.5,255,570,3.36,4.89,965697,t,14.123287671232877,47,240,Medium,1.32901776004733
210097,Treetop Haven in the City,Jamaica Plain,42.31685,-71.10867,Entire home,Entire home/apt,2,1.0,133.0,17556.0,1463.0,132,330,1.93,4.9,1035747,t,14.07945205479452,44,240,Medium,1.1346018845490817
220676,Private room off the Freedom Trail.,North End,42.36614,-71.05226,Private room in townhouse,Private room,3,1.0,279.0,41850.0,3487.5,150,366,2.15,4.93,1144302,t,14.046575342465754,28,112,Low,0.040592242701314174
257588,BOSTON LUXURY FOR LESS!! NEAR BCEC,South Boston,42.33255,-71.04125,Entire rental unit,Entire home/apt,4,2.0,322.0,69552.0,5796.0,216,536,3.34,4.85,1355344,t,13.906849315068493,53,194,Low,1.668885248880602
297994,Your cozy stay in South Boston,South Boston,42.33583,-71.05271,Entire home,Entire home/apt,4,2.0,270.0,19440.0,1620.0,72,71,0.43,4.59,1536237,t,13.753424657534246,48,194,Low,0.6675198297922007
315982,"Beautiful Townhouse, 2 BR & 2 Bath",Dorchester,42.29871,-71.05954,Entire townhouse,Entire home/apt,4,3.0,245.0,1470.0,122.5,6,121,0.73,4.36,119019,f,15.4,22,572,High,-1.7926852421104056
377474,Cozy Room in Beautiful Victorian House /E,Dorchester,42.29871,-71.05954,Private room in home,Private room,1,1.0,50.0,7200.0,600.0,144,118,0.74,4.66,119019,f,15.397260273972602,20,572,High,-1.2041533140485645
447826,"Sweet Little House in JP, Boston",Jamaica Plain,42.31658,-71.11012,Private room in home,Private room,2,1.0,76.0,18240.0,1520.0,240,431,2.67,4.84,2053557,t,13.484931506849316,31,240,Medium,0.039151069546653205
533152,230B4 | The Penthouse Redline | 2BR 1B w/AC | Pvt,Dorchester,42.32212,-71.06096,Entire rental unit,Entire home/apt,5,2.0,123.0,22140.0,1845.0,180,66,0.47,4.67,71783,f,15.687671232876712,56,572,High,1.4471048959914163
579605,230B3  | The Mayhew Redline | 3BR 1B w/AC | Pvt,Dorchester,42.32212,-71.06095,Entire rental unit,Entire home/apt,6,3.0,153.0,0.0,0.0,0,58,0.36,4.43,71783,f,15.687671232876712,54,572,High,0.7136017456461057
601750,145R1 | The Redlands 1 | 2BR 1BA w/AC | Private,West Roxbury,42.29061,-71.15293,Entire rental unit,Entire home/apt,3,1.0,194.0,0.0,0.0,0,0,,,71783,f,15.687671232876712,51,83,Low,
601763,25A2 | The Alameda 2 | 2BR 1BA w/AC & WD | Private,West Roxbury,42.29192,-71.15407,Entire rental unit,Entire home/apt,5,3.0,150.0,0.0,0.0,0,43,0.42,4.56,71783,f,15.69041095890411,40,83,Low,0.010345419001054623
611081,Houseboat in Boston Harbor,Charlestown,42.37579,-71.04981,Houseboat,Entire home/apt,6,4.0,251.0,30120.0,2510.0,120,142,1.29,4.8,3029783,f,13.178082191780822,32,83,Low,0.01418854741348538
619142,Getaway in Historic Charlestown,Charlestown,42.377338,-71.063095,Entire home,Entire home/apt,2,1.0,175.0,10500.0,875.0,60,199,1.24,4.8,501427,t,14.465753424657533,31,83,Low,-0.05877745477980259
708802,Boston / Charlestown Apartment,Charlestown,42.37826919555664,-71.06332397460938,Entire rental unit,Entire home/apt,4,2.0,208.0,53040.0,4420.0,255,521,3.31,4.91,3648427,t,13.008219178082191,34,83,Low,0.42942399369781525
743211,Unique Find: At Home in the City!,Jamaica Plain,42.30833,-71.11456,Entire home,Entire home/apt,10,4.0,621.0,37260.0,3105.0,60,93,0.61,4.86,2796082,t,13.238356164383562,52,240,Medium,1.62040137776893
750438,"Private room for 1 person, separate private bath",Jamaica Plain,42.30733,-71.11129,Private room in rental unit,Private room,1,1.0,116.0,19488.0,1624.0,168,317,2.12,4.89,3945438,t,12.92876712328767,48,240,Medium,1.401983762240618
753446,6 miles away from downtown Boston!,Roslindale,42.28573,-71.12334,Private room in condo,Private room,2,2.0,55.0,0.0,0.0,0,141,1.15,4.82,3962517,f,12.926027397260274,11,100,Low,-1.469133236482333
801680,Fort Hill Inn -Cool Space-BOSTON'S BEST-1 bedroom,Roxbury,42.32795,-71.09412,Entire condo,Entire home/apt,4,1.0,141.0,3384.0,282.0,24,74,0.47,4.85,8229,t,16.605479452054794,31,295,Medium,0.06363320062826655
820073,"Modern Loft, 1700 SqFt. Location!",Downtown,42.3558,-71.06104,Entire loft,Entire home/apt,4,2.0,449.0,114495.0,9541.25,255,240,1.58,4.97,1911807,t,13.545205479452054,48,376,High,1.5978408108935294
849408,"Perfect & Practical Boston Rental (1,500+ sqft)",Roslindale,42.29038,-71.13919,Entire rental unit,Entire home/apt,8,4.0,420.0,42000.0,3500.0,100,114,0.8,4.88,4434391,t,12.772602739726027,66,100,Low,2.6908896706381884
894539,Private room in house,Roslindale,42.29017,-71.13169,Private room in bed and breakfast,Private room,2,1.0,82.0,20910.0,1742.5,255,68,0.47,4.87,4762495,t,12.687671232876712,38,100,Low,0.6233594781445114
962610,Convenient Boston Hotel Alternative,West Roxbury,42.29175,-71.14096,Entire rental unit,Entire home/apt,2,2.0,136.0,13056.0,1088.0,96,113,0.76,4.91,4434391,t,12.775342465753425,51,83,Low,1.6698460309837109
973695,Best Location Luxury Beacon Hill North End Condo,Downtown,42.35976409912109,-71.06116485595703,Private room in condo,Private room,4,2.0,182.0,0.0,0.0,0,61,0.42,4.76,1760577,t,13.613698630136986,40,376,High,0.49998804063333346
989163,"The Dalton - The Upton Boston, South End",South End,42.34308,-71.07316,Entire rental unit,Entire home/apt,2,1.0,289.0,17340.0,1445.0,60,93,0.63,4.86,5430185,t,12.545205479452054,48,291,Medium,1.3285373689957778
1071235,Cozy JP Studio-Great Location!,Jamaica Plain,42.31653,-71.11049,Entire rental unit,Entire home/apt,2,1.0,158.0,40290.0,3357.5,255,416,2.76,4.85,965697,t,14.123287671232877,41,240,Medium,0.7932932225611464
1090545,ExclusiveBackBayBostonCtr-EntireFloorBrick townhse,Back Bay,42.34475,-71.08204,Private room in home,Private room,1,1.0,204.0,0.0,0.0,0,117,0.78,4.63,1984434,f,13.520547945205479,38,340,High,0.03578833218577679
1092093,Duplex Penthouse in Longwood Area,Mission Hill,42.33395767211914,-71.10222625732422,Entire rental unit,Entire home/apt,2,1.0,135.0,0.0,0.0,0,31,0.21,4.68,26988,t,16.183561643835617,31,78,Low,-0.3525630277591699
1109224,4 bedroom Victorian Condo unit,Jamaica Plain,42.32004,-71.11185,Entire condo,Entire home/apt,8,6.0,442.0,10608.0,884.0,24,97,0.66,4.74,1531239,f,13.761643835616438,32,240,Medium,-0.1327042390761972
1130279,"North End 3BR Condo - Spacious, Central  Location",North End,42.36489,-71.05198,Entire rental unit,Entire home/apt,6,3.0,505.0,109080.0,9090.0,216,203,1.35,4.79,2494599,t,13.331506849315069,34,112,Low,0.13563842071844795
1161210,Comfy Home in Boston Suburbs,West Roxbury,42.27171,-71.16688,Private room in home,Private room,3,2.0,86.0,1032.0,86.0,12,209,1.39,4.57,3887707,f,12.945205479452055,31,83,Low,-0.6218664696569216
1275498,"The Washington - The Upton Boston, South End",South End,42.34294,-71.07304,Entire rental unit,Entire home/apt,2,1.0,358.0,27924.0,2327.0,78,123,0.83,4.84,5430185,t,12.545205479452054,49,291,Medium,1.352539109025837
1303261,Historic Beacon Hill,Beacon Hill,42.35714,-71.06968,Entire rental unit,Entire home/apt,2,2.0,340.0,0.0,0.0,0,23,0.16,4.45,2120816,f,13.463013698630137,29,230,Medium,-1.0615840470228648
1445064,Bright Sunlit bedroom near MGH labs/Downtown,Charlestown,42.3800475,-71.062315,Private room in rental unit,Private room,1,1.0,65.0,16575.0,1381.25,255,122,0.83,4.7,4724006,t,12.695890410958905,62,83,Low,1.9583473023959863
1545185,Large Studio Apt w/ Full Kitchen & Bath + Parking!,Brighton,42.34873,-71.15693,Entire guest suite,Entire home/apt,2,1.0,128.0,32640.0,2720.0,255,303,2.08,4.82,697401,t,14.29041095890411,57,303,Medium,1.8873028644089138
1596664,"Fort Hill Top - 2Bk Private room,  brick townhouse",Roxbury,42.3256,-71.09413,Private room in townhouse,Private room,1,1.0,56.0,6720.0,560.0,120,27,0.3,4.85,8513158,t,12.076712328767123,35,295,Medium,0.3554972094014185
1644031,Large Private Bedroom & Bathroom by the Seaport,South Boston,42.33835,-71.0472,Private room in townhouse,Private room,2,1.0,124.0,31620.0,2635.0,255,628,5.39,4.86,79583794,f,9.257534246575343,48,194,Low,1.3285373689957778
1692573,Urban oasis trendy JP 'hood - suite,Jamaica Plain,42.31293,-71.11527,Entire home,Entire home/apt,4,3.0,214.0,33384.0,2782.0,156,326,2.25,4.91,8814724,t,12.038356164383561,26,240,Medium,-0.15430402384848857
1721016,Quiet Sunlit Attic Studio,Roslindale,42.28639,-71.13199,Entire loft,Entire home/apt,2,1.0,112.0,6496.0,541.3333333333334,58,13,0.11,4.92,7723912,f,12.175342465753424,18,100,Low,-0.713549910313179
1724900,Charming sunlit house in Boston,Roslindale,42.28447,-71.13301,Entire home,Entire home/apt,4,2.0,167.0,0.0,0.0,0,44,0.3,4.61,7723912,f,12.175342465753424,38,100,Low,-0.013175929977449985
1732804,Private room/ MUST LOVE DOGS,Dorchester,42.29009,-71.05762,Private room in rental unit,Private room,2,1.0,63.0,5670.0,472.5,90,199,1.37,4.89,9090219,t,11.997260273972604,29,572,High,0.015629720568146377
1810172,Room for 2 in Rozzie - Full Bath,Roslindale,42.28127,-71.13304,Private room in home,Private room,2,1.0,63.0,0.0,0.0,0,47,0.32,4.81,8834105,f,12.032876712328767,33,100,Low,0.11163668068838677
1810397,3Bed/2.5Bath Luxury Triplex South End's Union Park,South End,42.34279,-71.0711,Entire townhouse,Entire home/apt,6,4.0,1250.0,100000.0,8333.333333333334,80,60,0.44,4.97,9485021,unknown,11.945205479452055,40,291,Medium,1.0141127933472256
1815326,Back Bay Elegance in Brighton,Brighton,42.3569,-71.1624,Private room in townhouse,Private room,2,1.0,118.0,0.0,0.0,0,303,2.21,4.76,9508341,f,11.93972602739726,30,303,Medium,-0.22967198129954633
1819994,"RIVERVIEWS-Walk Everywhere! Central, Safe LOCATION",Fenway,42.34981,-71.09476,Entire condo,Entire home/apt,1,1.0,258.0,0.0,0.0,0,2,0.02,4.0,9529655,f,11.936986301369863,22,241,Medium,-2.6740419610485073
2014651,One Private Bedroom in J.P.,Jamaica Plain,42.30593,-71.10733,Private room in rental unit,Private room,2,1.0,120.0,0.0,0.0,0,38,0.27,4.62,2155838,f,13.446575342465753,26,240,Medium,-0.8642858252152923
2021483,Spacious Updated 2 Bed Boston Condo w/ Deck,South Boston,42.3358,-71.04948,Entire condo,Entire home/apt,6,4.0,598.0,0.0,0.0,0,22,0.2,4.86,10197317,t,11.843835616438357,57,194,Low,1.9852313887353696
2021489,Spacious Updated Boston Room/Condo,South Boston,42.33375,-71.04767,Private room in condo,Private room,3,1.0,187.0,0.0,0.0,0,85,0.74,4.73,10197317,t,11.843835616438357,43,194,Low,0.6454396539683571
2183117,I bdrm in Boston/Allston/Brookline,Allston,42.34995,-71.13427,Entire rental unit,Entire home/apt,2,1.0,181.0,10860.0,905.0,60,55,0.42,4.84,11132354,f,11.717808219178082,23,178,Low,-0.5445769479996506
2215762,"The Clare - The Upton Boston, South End",South End,42.342121,-71.075073,Entire rental unit,Entire home/apt,2,1.0,303.0,16362.0,1363.5,54,97,0.7,4.82,5430185,t,12.545205479452054,50,291,Medium,1.376540849055898
2378421,Light-filled Private Suite on Beautiful Street,Jamaica Plain,42.31146,-71.11947,Entire guest suite,Entire home/apt,2,2.0,180.0,19440.0,1620.0,108,208,1.49,4.96,12150111,t,11.621917808219179,30,240,Medium,0.2599706403327325
2381143,Sunny 1 Bedroom,Brighton,42.34391,-71.15628,Entire rental unit,Entire home/apt,2,1.0,75.0,19125.0,1593.75,255,12,0.09,4.92,12165186,t,11.621917808219179,25,303,Medium,-0.2027878949601632
2410846,"Sunny Beacon Hill, corner unit top floor",Downtown,42.35702,-71.06168,Entire rental unit,Entire home/apt,2,1.0,175.0,31850.0,2654.1666666666665,182,37,0.27,4.68,3137257,t,13.153424657534247,33,376,High,-0.20663102337259392
2495047,"The Tremont - The Upton Boston, South End",South End,42.34309,-71.07316,Entire rental unit,Entire home/apt,2,0.0,269.0,20982.0,1748.5,78,98,0.73,4.84,5430185,t,12.545205479452054,51,291,Medium,1.4984711134124127
2526773,Charming comfort 1 BR / Studio,Brighton,42.34272,-71.15672,Entire rental unit,Entire home/apt,2,1.0,77.0,14014.0,1167.8333333333333,182,19,0.14,4.84,12165186,t,11.624657534246575,21,303,Medium,-0.6905089523862266
2701124,Charlesview Suites Back Bay,Back Bay,42.34492,-71.08482,Entire rental unit,Entire home/apt,4,2.0,280.0,0.0,0.0,0,74,0.55,4.61,13822322,f,11.487671232876712,23,340,High,-1.1076659628767698
2754975,Perfect Location to Explore Boston,Beacon Hill,42.35902,-71.06296,Entire rental unit,Entire home/apt,4,2.0,150.0,0.0,0.0,0,99,0.72,4.87,6885890,f,12.293150684931506,18,230,Medium,-0.8359605657212482
2864688,Beautiful 3 bedroom 2 bath apt in Charlestown,Charlestown,42.38148,-71.06967,Entire condo,Entire home/apt,5,4.0,237.0,0.0,0.0,0,0,,,887148,f,14.167123287671233,5,83,Low,
3164650,2bd APT 20min from Downtown Boston,Hyde Park,42.23533,-71.13256,Entire guest suite,Entire home/apt,4,2.0,125.0,0.0,0.0,0,38,0.28,4.5,16052189,f,11.334246575342465,34,73,Low,-0.5743433806483558
3193484,2 Minutes Walk  to the Red Line!,Dorchester,42.28814,-71.06889,Private room in rental unit,Private room,1,1.0,51.0,9180.0,765.0,180,15,0.12,4.87,16186589,f,11.32876712328767,35,572,High,0.4044614715646475
3229255,1bd Boston apt - convenient & quiet,Roslindale,42.28657,-71.13236,Entire rental unit,Entire home/apt,3,2.0,153.0,28458.0,2371.5,186,208,1.53,4.85,16343599,t,11.317808219178081,51,100,Low,1.5229532444940261
3294152,"Garden Suite near subway, beach",Dorchester,42.31281,-71.06098,Entire guest suite,Entire home/apt,4,1.0,132.0,11088.0,924.0,84,269,1.97,4.53,9898255,t,11.87945205479452,65,572,High,1.7610490805884138
3343428,"AKBrownstone: custom-built, park garden view by T",Roxbury,42.32811,-71.09157,Private room in townhouse,Private room,2,2.0,124.0,31620.0,2635.0,255,512,4.32,4.94,11228809,t,11.704109589041096,57,295,Medium,2.181088437388281
3441982,Urban Travelers Modern Studio,Roxbury,42.31907,-71.09252,Entire guest suite,Entire home/apt,3,2.0,118.0,19824.0,1652.0,168,148,1.74,4.93,13819661,t,11.484931506849316,32,295,Medium,0.33245625147446606
3520353,Luxury Beacon Hill Apartment 1-BR,Beacon Hill,42.35884,-71.06332,Entire rental unit,Entire home/apt,2,1.0,188.0,34216.0,2851.3333333333335,182,254,1.87,4.8,6508758,t,12.353424657534246,31,230,Medium,-0.05877745477980259
3539510,230B2 | The Roseclair Redline | 3BR 1B w/AC | Pvt,Dorchester,42.32213,-71.06094,Entire rental unit,Entire home/apt,6,3.0,159.0,0.0,0.0,0,31,0.23,4.39,71783,f,15.687671232876712,56,572,High,0.7616052257062259
3602379,"Modern, Spacious 1BR for 4 - Easy Marathon Access!",Roxbury,42.32843,-71.09369,Entire rental unit,Entire home/apt,4,1.0,177.0,39294.0,3274.5,222,339,2.54,4.78,18150109,t,11.2,28,295,Medium,-0.3266397235228933
3656168,Parking Close 2 Downtown Renovated,Roxbury,42.31676,-71.08,Private room in rental unit,Private room,1,1.0,38.0,0.0,0.0,0,6,0.05,4.33,18517776,f,11.183561643835617,19,295,Medium,-2.0850296419351118
3672942,Private Boston Antique Suite,West Roxbury,42.27242,-71.16573,Entire loft,Entire home/apt,2,1.0,149.0,0.0,0.0,0,6,0.38,4.83,18641942,f,11.180821917808219,46,83,Low,1.1091589713643595
3705824,Small Rm +walk-in closet Easy to Longwood/Downtown,Roxbury,42.31676,-71.08,Private room in rental unit,Private room,1,1.0,35.0,0.0,0.0,0,0,,,18517776,f,11.183561643835617,8,295,Medium,
3890373,Beacon Hill Fabulous One Bedroom Apartment,Beacon Hill,42.35792,-71.06432,Entire rental unit,Entire home/apt,2,2.0,150.0,34800.0,2900.0,232,257,1.91,4.9,19357187,f,11.153424657534247,41,230,Medium,0.9157038779692177
3957602,"Entire 2nd floor, skylight suite is all yours!",Jamaica Plain,42.31016,-71.10582,Private room in home,Private room,2,1.0,105.0,6090.0,507.5,58,130,0.97,4.88,2127414,f,13.457534246575342,26,240,Medium,-0.227750417093331
3965313,Minutes to Boston-Near Beach 69-1,East Boston,42.38679,-71.00271,Private room in home,Private room,4,3.0,42.0,0.0,0.0,0,90,0.87,4.38,20551003,f,11.084931506849315,20,229,Low,-1.8896529843337548
3969526,"Sensational South End - 2BR, no stairs",South End,42.33765,-71.07434,Entire rental unit,Entire home/apt,4,2.0,169.0,39208.0,3267.3333333333335,232,364,2.71,4.83,5408229,f,12.550684931506849,59,291,Medium,2.057716999877103
4000384,Sunlit room with private bath,Jamaica Plain,42.31826,-71.09956,Private room in home,Private room,2,1.0,112.0,11424.0,952.0,102,235,1.74,4.92,10910804,f,11.73972602739726,25,240,Medium,-0.2027878949601632
4089940,Spacious Apt In North End,North End,42.36619,-71.05217,Entire rental unit,Entire home/apt,3,2.0,228.0,0.0,0.0,0,61,0.46,4.72,20857768,f,11.068493150684931,31,112,Low,-0.2546345034327141
4119345,Airy new apt for 2-6. Near subway. Free parking.,Jamaica Plain,42.31063344940129,-71.10855891982172,Entire guesthouse,Entire home/apt,6,4.0,241.0,17352.0,1446.0,72,65,0.5,4.89,1414385,t,13.863013698630137,61,240,Medium,2.3505417907533617
4173285,"Bright, cozy bedroom in Victorian",Dorchester,42.28547,-71.06799,Private room in condo,Private room,1,1.0,69.0,12558.0,1046.5,182,14,0.11,5.0,2851756,f,13.224657534246575,42,572,High,1.233491190978644
4233242,Quiet Artist's Retreat,Jamaica Plain,42.31246,-71.10793,Private room in rental unit,Private room,1,1.0,85.0,4930.0,410.8333333333333,58,50,0.37,4.7,197327,f,15.131506849315068,28,240,Medium,-0.5224967721758048
4263736,AKBrownstone: Master Suite park view by T,Roxbury,42.32971,-71.0931,Private room in townhouse,Private room,3,2.0,146.0,37230.0,3102.5,255,618,4.63,4.95,11228809,t,11.704109589041096,56,295,Medium,2.1326045662766067
4278067,Studio apart Tremont St South End #2,South End,42.34128,-71.07607,Entire rental unit,Entire home/apt,2,1.0,175.0,23100.0,1925.0,132,79,0.59,4.71,9653086,t,11.917808219178083,26,291,Medium,-0.6439466454807674
4315439,ONE Room at East Boston Logan Airport,East Boston,42.38831,-71.0044,Private room in home,Private room,1,2.0,99.0,1980.0,165.0,20,7,0.06,4.57,22402141,f,10.95890410958904,28,229,Low,-0.8407644762367855
4364925,large & grand 2 bedroom South End by Copley Sq #3,South End,42.34128,-71.07607,Entire rental unit,Entire home/apt,5,3.0,180.0,21600.0,1800.0,120,150,1.13,4.82,9653086,t,11.917808219178083,19,291,Medium,-0.8854052189360293
4364989,newly furn one bedroom by Copley #6,South End,42.34128,-71.07607,Entire rental unit,Entire home/apt,4,2.0,175.0,21700.0,1808.3333333333333,124,88,0.7,4.83,9653086,t,11.917808219178083,27,291,Medium,-0.27719507030811213
4410765,"Grt Location, Big 3 Bed, Nr all Colleges, parking",Brighton,42.35309,-71.14822,Entire home,Entire home/apt,5,4.0,194.0,34920.0,2910.0,180,16,0.13,4.69,9795590,f,11.898630136986302,79,303,Medium,3.1742872086002687
4460532,AKBrownstone: modern treetop skyline view by T,Roxbury,42.32942,-71.09149,Private room in townhouse,Private room,1,1.0,100.0,25500.0,2125.0,255,509,3.84,4.93,11228809,t,11.704109589041096,56,295,Medium,2.0836403041133775
4461613,Perfectly Located Rental Near MGH & TD Garden #13,Beacon Hill,42.36017,-71.06346,Entire rental unit,Entire home/apt,2,1.0,162.0,23328.0,1944.0,144,238,1.89,4.57,22348222,f,10.967123287671233,28,230,Medium,-0.8407644762367855
4461846,South End Studio Perfect for Work Travel #36,South End,42.34441,-71.07633,Entire rental unit,Entire home/apt,2,1.0,142.0,4260.0,355.0,30,109,0.86,4.58,22348222,f,10.967123287671233,28,291,Medium,-0.8162823451551722
4461901,"Explore Newbury St, Fenway, and Chinatown Nearby,",South End,42.34447,-71.07644,Entire rental unit,Entire home/apt,1,1.0,221.0,9282.0,773.5,42,179,1.43,4.57,22348222,f,10.967123287671233,27,291,Medium,-0.9137304784300735
4500409,Boston’s Top Location: Newbury Street – #1,Back Bay,42.34982,-71.08264,Entire rental unit,Entire home/apt,2,1.0,221.0,14586.0,1215.5,66,175,1.41,4.61,22348222,f,10.967123287671233,29,340,High,-0.6698699497170417
4555637,AKBrownstone: Loft rooftop views by T,Roxbury,42.32965,-71.0932,Private room in townhouse,Private room,1,1.0,106.0,27030.0,2252.5,255,590,4.47,4.92,11228809,t,11.706849315068494,55,295,Medium,1.9861921708384762
4560053,Fort Hill Inn Historic Beauty! Minutes to Center!,Roxbury,42.32397,-71.09085,Entire rental unit,Entire home/apt,8,4.0,246.0,23616.0,1968.0,96,127,0.97,4.76,8229,t,16.602739726027398,29,295,Medium,-0.30263798349283433
4566095,"The Upton South End, The Copley Suite",South End,42.34301,-71.07304,Entire rental unit,Entire home/apt,2,1.0,175.0,44625.0,3718.75,255,42,0.33,4.88,5430185,t,12.545205479452054,50,291,Medium,1.5234336355455804
4568116,AKBrownstone: cozy private studio by T,Roxbury,42.32967,-71.09328,Entire rental unit,Entire home/apt,3,2.0,154.0,39270.0,3272.5,255,905,6.85,4.9,11228809,t,11.704109589041096,42,295,Medium,0.9886698801625057
4593974,Parking EZ 2 Downtown/Longwood Larg,Roxbury,42.31676,-71.08,Private room in rental unit,Private room,1,1.0,39.0,0.0,0.0,0,7,0.06,4.86,18517776,f,11.183561643835617,20,295,Medium,-0.7145106924162856
4593985,Parking Renovated Close to Downtown,Roxbury,42.31676,-71.08,Private room in rental unit,Private room,1,1.0,39.0,0.0,0.0,0,1,0.01,4.0,18517776,f,11.183561643835617,10,295,Medium,-3.5496339873679634
4602191,2 Bd/Bth Apt in Prime Location Gorgeous Water View,West End,42.3645578,-71.0692521,Entire rental unit,Entire home/apt,5,2.0,432.0,0.0,0.0,0,17,0.16,4.71,20079643,t,11.115068493150686,48,44,Low,0.9613054027715681
4614037,Boston Rooftop Retreat-Airport & Train,East Boston,42.378693,-71.035088,Entire rental unit,Entire home/apt,8,9.0,231.0,58905.0,4908.75,255,455,3.64,4.86,9073339,t,12.0,60,229,Low,2.2041293953152334
4623114,South End Studio Perfect for Work Travel #46,South End,42.34441,-71.07633,Entire rental unit,Entire home/apt,2,1.0,161.0,17388.0,1449.0,108,180,1.47,4.64,22348222,f,10.967123287671233,26,291,Medium,-0.8153215630520656
4624582,Parking Easy to downtown/Longwood,Roxbury,42.31676,-71.08,Private room in rental unit,Private room,1,1.0,39.0,0.0,0.0,0,4,0.03,4.5,18517776,f,11.183561643835617,10,295,Medium,-2.3255274332872675
4630071,Charming studio,Brighton,42.34341,-71.15451,Entire rental unit,Entire home/apt,1,1.0,60.0,15300.0,1275.0,255,21,0.21,5.0,12165186,t,11.621917808219179,17,303,Medium,-0.5906588638535554
4662379,Historic House modernized,Brighton,42.34765,-71.15509,Entire home,Entire home/apt,12,6.0,326.0,41076.0,3423.0,126,221,1.68,4.89,24124767,t,10.838356164383562,29,303,Medium,0.015629720568146377
